00353312ff57dfd0733541434ddb3ab0,Truth,أعلنت اللجنة العليا للمشاريع والإرث، عن خطتها لاستكمال بناء ملاعب التدريب المخصصة للفرق المشاركة في نهائيات بطولة كأس العالم لكرة القدم قطر 2022 في نهاية العام المقبل 2019.
006027f9c6b234ad20d8585f49908b34,Truth,"قطر : لا يحق للسعودية التدخل بصفقة ""أس400"""
00913c11af3e48a48fa200bae30da494,Lie,وثيقة أمريكية.. تميم يشتري دعم صهاينة الولايات المتحدة لمونديال 2022
012de40699ecefab950086a645074bc7,Truth,تشهد منطقة الخليج أسوأ أزمة في تاريخها، عندما قطعت كل من السعودية والإمارات والبحرين ومصر علاقاتها مع قطر يوم 5 يونيو/حزيران 2017، وفرضت عليها حصارا بدعوى دعمها الإرهاب، في حين تنفي الدوحة تلك المزاعم وتتهم الرباعي العربي بالسعي لفرض الوصاية على قرارها الوطني.
013e2d3b26ce0ff1a0243bc73c97d85a,Truth,أمير قطر يتسلم رسميا استضافة كأس العالم قطر 2022 ويجتمع مع الرئيس الروسي غدا
017d3ced07ae2bf3b176e1ad95d7a118,Lie,وثائق جديدة تثبت دفع قطر رشاوى مقابل تنظيم مونديال 2022
01d5d5e0dcd5a0903dcc6b71199c127e,Truth,قامت السعودية بالترويج لمشروع زيادة عدد المنتخبات المشاركة في مونديال 2022 من 32 إلى 48 منتخبا، لإثراء البطولة القادمة
01eb2cedc3c5971cef08b8570a4971ef,Lie,"أن حمد بن جاسم، وراء التحركات المريبة فى الفترة الأخيرة لتغيير الأمير الحالى وجلب أمير أخر للحكم فى محاولة لحل الأزمة المتفاقمة مع ""الرباعى العربى"" التى أدت لانهيار سمعة قطر داخليا وخارجيا وأثرت على اقتصادها بشكل ملحوظ."
02d66bdc94849e71cdcf3027bdf26f7e,Truth,مجلس قطر فرصة لتعريف العالم بأجواء مونديال 2022
03458341359d46d10d8961881c6f2a7a,Lie,صحيفة بريطانية: الجماهير ستعاني في كأس العالم 2022 بسبب صغر مساحة قطر
0387875bad043fb7d04bf1732bbcfa72,Lie,بعد مرور 8 سنوات على التصويت الذي أدى إلى اختيار قطر لتنظيم كأس العالم 2022، قد تذهب أحلام الدوحة أدراج الرياح بعد ظهور أدلة فساد جديدة لدى منظمة النزاهة الرياضية.
0387875bad043fb7d04bf1732bbcfa72,Lie,بعد مرور 8 سنوات على التصويت الذي أدى إلى اختيار قطر لتنظيم كأس العالم 2022، قد تذهب أحلام الدوحة أدراج الرياح بعد ظهور أدلة فساد جديدة لدى منظمة النزاهة الرياضية.
049f992cb460c79583310edd07d8ea4a,Lie,إقامتها فى إمارة تأوى التنظيمات الإرهابية وتقدم لها الدعم المادى والتسليح
04aa6e7a27af47b1b19ee742b907c49e,Lie,كشفت وثيقة أمريكية فضيحة قطرية جديدة، تظهر مساعى دولة قطر لتأمين دعم اللوبى الإسرائيلى فى الولايات المتحدة الأمريكية.
04b84f34cc7fc62e90e3eb15c7ae5f83,Truth,بالأدلة.. ضاحي خلفان يعترف: افتعلنا الأزمة مع قطر لسحب المونديال
04b84f34cc7fc62e90e3eb15c7ae5f83,Truth,بالأدلة.. ضاحي خلفان يعترف: افتعلنا الأزمة مع قطر لسحب المونديال
04fbaf0a024670c2ae1b07f04cd2a69f,Truth,أوضح الذوادي أن قدرة الرياضة على جمع الشعوب رغم اختلافاتها هي أحد الحوافز الأساسية التي دفعت دولة قطر لاستضافة بطولة كأس العالم لكرة القدم 2022
054a4833f97c52e9dbceb00eb3e6f899,Truth,أمين عام الفيفا تصدم حلف الفجار: شاهدت ما سيكون عليه مونديال قطر 2022 ولا أستطيع الانتظار
05c6dedd72a58f4c317e042c5916320c,Lie,الدول الأربع تؤكد: الدوحة مستمرة فى انتهاك الحقوق السيادية وتدعم التطرف
065bf8048362ee6ff27dfc0e95c0c63f,Truth,الفيفا يصفع السعودية: زيادة فرق مونديال 2022 ترتبط بموافقة قطر
081ba22e0d18dc0495da684a5ea6d7dc,Truth,تخطط الحكومة القطرية واللجنة المنظمة لكأس العالم 2022 إلى السماح بتناول الخمر في الدولة خلال احتضان فعاليات البطولة العالمية بكرة القدم.
081d1ad83951c3cf22de93ac0c6cda6b,Lie,وأشارت الصحيفة، فى تقرير على موقعها الإلكترونى، السبت، إلى أن هناك الكثير من الأحاديث بشأن الإقامة فى دبى أو أبو ظبى، فى دولة الإمارات، والانتقال بالطيران للعب فى قطر التى تبعد 200 ميل.
081d1ad83951c3cf22de93ac0c6cda6b,Lie,وأشارت الصحيفة، فى تقرير على موقعها الإلكترونى، السبت، إلى أن هناك الكثير من الأحاديث بشأن الإقامة فى دبى أو أبو ظبى، فى دولة الإمارات، والانتقال بالطيران للعب فى قطر التى تبعد 200 ميل.
08bfe4631e2e858beabe583c1ec33ac1,Truth,أعلنت قطر عن إطلاق سلسلة من الفعاليات والأنشطة، بالعاصمة الروسية موسكو، للترويج للمونديال كأس العالم 2022 الذي من المنتظر أن تستضيفه في الدوحة.
094bca3b14445e5a6fb6449ab0aae6d8,Lie,الأرجنتين تدق مسماراً جديداً فى نعش مونديال ٢٠٢٢
0a16a13b83cf954c5dfcbe9fed675415,Lie,اخر الاخبار الإندبندنت: قطر لا يمكنها توفير إقامة لمشجعى ولاعبى كأس العالم 2022
0a89713c6f6c86da01b0d6fdf167df44,Truth,كريم بنزيمة: استضافة قطر لمونديال 2022 فخر للعرب
0a8cecca0995ee46f70c420ce6ea69b1,Truth,"وأكد النائب العام القطري أن دول المقاطعة ""طلبت التخلي عن تنظيم كأس العالم لرفع الحصار المفروض ضد قطر""، على حد قوله."
0a8d2bbe0e75484fb2b7ad0c0417151d,Lie,ذكرت مجلة «إيكونوميست» البريطانية، إن إيران بدأت مع قطر محادثات مبكرة بشأن المشاركة في تحمل بعض مسؤوليات استضافة قطر لمونديال كأس العالم 2022.
0c0b05eebe1e476fa9ce6a8e3858f2ea,Truth,قال السويسري جياني إنفانتينو رئيس الاتحاد الدولي لكرة القدم (فيفا)، إنه لم يتم حسم أمر مشاركة 48 منتخبا في بطولة كأس العالم التي ستقام في قطر عام 2022.
0c30d01a76d949dc14511ff949ee66cd,Lie,لجوء قطر إلى الشركات الإسرائيلية جزءًا من حملة مضادة تقوم بها الدوحة لضمان عدم سحب التنظيم منها، في ظل سعي منظمات حقوقية وأطراف مؤثرة داخل الفيفا لنقل البطولة إلى بلد آخر.
0cd754a51ebf88b7765c0483809dc776,Truth,كان مجلس منظمة الإيكاو قد أصدر قرارا يمنح قطر الفرصة للاستماع لمطالبها في محكمة العدل الدولية بشأن إجراءات دول الحصار.
0cfe5abf3791a3a7ac856b32027e6bb3,Lie,«الجزيرة» توافق على العرض الإسرائيلى «البخس» لأسباب يعرفها «آل تميم»!
0d8e10b5c0aa534668e3972fa2456439,Truth,"مجموعة ""بي إن"" الإعلامية، طالبت السلطات السعودية بوقف بث قناة ""beoutQ""، التي تبث مباريات رياضية بصورة غير مرخصة، ووصفتها بـ""القرصنة""."
0e0e6ac4f6dc2a0ba1dd84d2f1f8f0ca,Lie,"""قطر الملف الأسود"": ألمانيا تطالب بسحب تتظيم المونديال من إمارة الإرهاب"
0f2a390ea89075cf2c361ab80e4d1a0f,Lie,بعد انكشاف دعم قطر الممنهج للإرهاب والفكر المتطرف، أصبحت كل هذه الاتهامات مصدر قلق كبير على المونديال
0f4ba709e1172e2dc0e925ee321ba751,Lie,"أشارت صحيفة ""تيليجراف"" البريطانية إلى استعداد الشركات الغربية المسؤولة عن بناء الملاعب الخاصة بتنظيم قطر لمونديال 2022 لوضع خطة طوارئ لمغادرة قطر بسبب المشاكل الدبلوماسية التي تعاني منها مع دول الجوار في الخليج العربي."
1058200b57de28453ae9190fc4761136,Truth,"فيفا على دراية بأن قناة مقرصنة تحمل اسم ""BeoutQ"" قامت وبشكل غير قانوني ببث المباريات الأولى من كأس العالم روسيا 2018 في منطقة الشرق الأوسط وشمال أفريقيا"
112995915ee7b466dbce5cbcae510606,Lie,نحن شركة كوبية-كولومبية تلتزم بقوانين الدولتين في النقل والبث وتجارب الاحتكار الجائر وتؤمن بحق الشعوب بالاستمتاع بمشاهدة الفعاليات الرياضية مهما كانت حالتهم المادية”.
11337b4131498f407f6511689e418d47,Truth,قطر: استعداداتنا لمونديال 2022 تسير وفق الخطة وجاهزون أمنيًا
119720082bec052ce52f373140715e74,Truth,“الفيفا” يوجه صفعة قوية لتركي آل الشيخ: كأس العالم 2022 لن يسحب من قطر
11b9c979acc2300ba5281d85bbd7c7d0,Truth,لم يستبعد رئيس الاتحاد الألماني لكرة القدم راينهارد جريندل من الناحية المبدئية مقاطعة كأس العالم 2022 في قطر وذلك بعد التطورات الأخيرة على الساحة الدولية.
11cc988d4b003f44558d83d65de5617e,Truth,قد تجاوب القطاع الخاص مع الجهود التي بذلتها غرفة قطر منذ اليوم الأول للحصار في توفير كافة البضائع والمواد للسوق المحلي، واستيراد بدائل لسلع دول الحصار، مما منع حدوث أي نقص أو خلل في السوق.
128533d889ecb5c2a907a9e2ee60ad48,Lie,"كشف جيانى إنفانتينو، رئيس الاتحاد الدولى لكرة القدم ""فيفا""، عن تلقي الاتحاد طلبات من مصر والإمارات والسعودية والبحرين واليمن وموريتانيا لسحب تنظيم بطولة كأس العالم 2022 من قطر بسبب علاقة الدولة العربية بالإرهاب ودعمها الكامل له فى المنطقة العربية والعالم."
13491d258c93af8208b8e2ed8a4f7b1e,Lie,نفت السعودية اتهامات بالقرصنة على بث مباريات كأس العالم لكرة القدم التي تملك شبكة (بي إن سبورتس)، ومقرها قطر، حقوق البث الإقليمية لها.
136dfd1b5abcbfe02261c3d0792e4532,Lie,"ونشرت الكاتبة الأسترالية بونيتا ميرسياديس، التي كانت ضمن اللجنة المروجة لملف أستراليا المترشح لتنظيم بطولة كأس العالم 2022، والتي حققت في ملف قطر والرئيس السابق لـ""فيفا"" لأعوام طويلة، أن بلاتر عقد اتفاقا مسبقا مع قناة رياضية قطرية وأمير قطر يلزمهم بدفع 100 مليون دولار لخزينة الاتحاد الدولي في حال فوز قطر باستضافة كأس العالم 2022."
13f73ed43eac6ba2f3e0af961235fc91,Lie,حلم ” تنظيم الحمدين ” لاستضافة كأس العالم 2022 يتحول إلى رماد
1479f202c2899f98c13729c390b930d8,Truth,أن الاقتصاد القطري أظهر قوة وثباتا في مواجهة الحصار
1481211d3756cf1c6ddd21f8540c3c27,Truth,"قالت صحيفة لوموند الفرنسية إن المملكة العربية السعودية هددت باستهداف قطر عسكريا في حال حصولها على منظومة ""أس 400"" الصاروخية الروسية"
152f6bb86e0441e57683dfac4263a2f6,Truth,لجنة قطر 2022: حصلنا على خبرة كبيرة من مونديال روسيا على مستوى التنظيم والأمن
1623b5352486fcb87afd99c0ce70d458,Truth,"فعاليات ""مجلس قطر"" تستمر وسط حضور كبير.. إبهار قطري وإعجاب روسي"
163131a71cc6886200d546a869388061,Lie,قطر تقترح 8 ملاعب فقط بدلا من 12 لتنظيم مونديال 2022
16a64550cc734c5659f8c09024c76b6c,Truth,"وفازت قطر، على غير المتوقع، في التصويت الذي أجراه الاتحاد الدولي لكرة القدم ""الفيفا"" عام 2010 لاختيار الدولة المضيفة لنهائيات كأس العالم 2022."
16ceeb60fe6d40124caf6ce3f7679d99,Lie,«أزمة مشجّعين» تهدّد «مونديال 2022»
16df2b27d7869a7ac7e26c5511bc4c3e,Truth,قطر: نواجه منذ عام حصارا جائرا وإجراءات أحادية
16f8b1b2e7464ef4985668ab264582dd,Truth,حصارٌ مفاجئٌ غير أخلاقي تجاوز كافة الخطوط الممنوعة شرعاً وقانوناً وإنسانياً، يتخذ من الضغط على مقومات حياة الأشقاء وسيلة، ويستهدف في النهاية إسقاط دولة مستقلة من خلال زعزعة استقرارها الاقتصادي وأمنها الاجتماعي وإرادتها السياسية.
18005cfdae83617f1d44fe38b23584d9,Truth,افتتاح اول ملاعب كأس العالم 2022 رسميا الجمعة
18125befc1207f45a9baaf9ed3e33236,Lie,بلاتر: التدخلات السياسية منحت قطر مونديال 2022
1837766d4ac345b33a270a874ff700d0,Truth,"تمنع السعودية استقبال برامج القناة، التي تبث من الدوحة، بسبب خلافات دبلوماسية مع قطر، ولكنها متاحة للمشاهدة داخل السعودية عبر قناة مقرصنة تدعى ""بي أوتكيو""."
187c5c0df406b032f61915e58839d6fe,Truth,قطر: محاولات منعنا من تنظيم كأس العالم 2022 لن تنجح
187e98143857c54c1a8cf4a76ab25766,Truth,أعلن مسؤول أمني قطري كبير، أن الدوحة ستستعين بضباط أجانب من مختلف الدول خلال نهائيات كأس العالم 2022.
188be5076d53e0ff8d0fda2085034814,Lie,حرضت الحملات القطرية عددا من أساتذة الرياضة في الولايات المتحدة للضغط على أعضاء في الكونغرس لأجل مطالبتهم باتخاذ خطوة تشريعية توصي بالتنازل عن تنظيم المونديال وتسخير أموال التنظيم لدعم الرياضة في المدارس الأميركية.
18b43592a62da11c81e3e67ae6922139,Lie,كشف موقع راديو 103 الإسرائيلي، في تقرير له عن فساد قطر وحجم الرشاوى التي دفعتها من أجل استضافة المونديال، والمهدد بسحبه منها بسبب تجاوزاتها ومخالفتها الأعراف الدولية.
18b7b9350b159496a8c371785c9c95f3,Lie,بلاتر يؤكد: التدخلات السياسية منحت قطر مونديال 2022
192a26364c73120324b4e348da85469e,Lie,"يكشف ""برنامج المؤامرة"" على قناة 24 السعودية لأول مرة بالصوت والصورة تآمر العناصر القطرية على أمن واستقرار السعودية من خلال تجنيد الشباب داخل المملكة السعودية."
19ee9c624641145d5162ab6f9065b234,Lie,"استعانت قطر بإيران من أجل تولي بعض مهام الاستضافة لبطولة كأس العالم، المقامة في عام 2022، بحسب ما ذكرته مجلة ""ذا إيكونوميست"" البريطانية."
1a1b13ba9dd4dbd7c156d9c648e4a430,Truth,تم تأسيس ست شركات لتعبئة منتجات اللحوم، كما تم تأسيس 130 شركة لتجارة اللحوم، و300 شركة لتجارة الخضار والفواكه الطازجة والمحفوظة.
1b8161ff99db28322427b2cbdc0bcfe1,Lie,السعودية تقتل حلم قطر في استضافة كأس العالم 2022
1c8ae8ac8ea052f29b3dc22de8a54806,Lie,شراكة بين شركة كولمبية وأخرى كوبية، نعمل وفق الأنظمة في الدولتين التي تعتبر عملنا نظامي 100%‏ وذلك لتجريم الاحتكار. المستثمرون من دول خليجية ومن كبار المستثمرين في كوبا وكولومبيا.
1d17f3ce5d2225081b9a4691f42a6aae,Lie,الفايننشال تايمز: حصار قطر يهدد نهائيات كأس العالم
1d17f3ce5d2225081b9a4691f42a6aae,Lie,الفايننشال تايمز: حصار قطر يهدد نهائيات كأس العالم
1d86dfcc87c8a5a6f83b42babaaeff42,Truth,ونالت قطر في 2010 شرف استضافة كأس العالم 2022، للمرة الأولى في الشرق الأوسط وشمال إفريقيا.
1db26e5031c4c187dfab7c4375c26381,Truth,الفيفا يؤكد: كأس العالم 2022 لن يسحب من قطر
1de8682d202a1a57ac089e8ca3bcac6c,Lie,قطر تبني قبوراً للعمال في بناء ملاعب المونديال
1e70dcfabe3ab33690914c4f20d19843,Lie,قطر مهدَّدة بسحب استضافة كأس العالم
1e70dcfabe3ab33690914c4f20d19843,Lie,قطر مهدَّدة بسحب استضافة كأس العالم
1e83f0ef5c597ae6b3b8c9e413b213ec,Truth,صغر المساحة الجغرافية لقطر أيضاً ستضاعف متاعب كأس العالم المقبلة، ولن تجعل هناك مجال لتنظيم جيد مطلقاً، فضلاً عن احتمالية عالية جداً لفقدان السيطرة الأمنية في ظل وجود جماهير تنتمي إلى دول متنافسة في مساحات جغرافية متقاربة للغاية!
1f5355151662424372dc3d0f9e647777,Truth,قبل عامٍ مضى، وفي الخامس من يونيو/حزيران 2017، فرض ائتلاف رباعي ضم السعودية والإمارات والبحرين ومصر حصاراً برياً وبحرياً وجوياً على دولة قطر في صورة إجراءات جائرة غير مسبوقة.
20246c5d71e808bdc3392eb85a29f2cc,Lie,لجأت قطر لطلب تمويل مالي جديد قيمته 9 مليارات ريال سعودي، وإصدار سندات حكومية وصلت قيمتها إلى 18 مليار ريال، ورفع إصدار الصكوك الحكومية لـ24 مليار ريال.
215e3b7622d94ce2416bf84a0d290603,Truth,"نسبت إلى وزير التجارة والاقتصاد السابق الشيخ محمد آل ثاني قوله ""نستطيع تحمل هذا الحصار، نعلم أننا نكسب وأنهم يخسرون""."
2201ba256c580b021298116d3b903d63,Lie,خبير قانوني: حفر “قناة سلوى” ستحرم قطر من استضافة كأس العالم
220f2a12603918544be252a27aaa6bb2,Lie,ووفقًا للأوساط المحيطة فسوف تخسر قطر حق بث ونقل مباريات كأس العالم لعام ٢٠١٨. بل أكثر من ذلك؛ إذ تشير المعلومات أيضًا إلى أن استضافة بطولة ٢٠٢٢ ستكون من نصيب الولايات المتحدة أو إنجلترا.
22bce299298fd2baa0f02bdfb7fc7c3d,Truth,تمهيدا للمونديال.. قطر تستعرض تراثها وحضارتها بموسكو
22c8663850ec2a996cf114a566ae81a0,Truth,الذوادي: لا خطورة لحصار قطر على استضافة مونديال 2022
232e376a2da9dea65d250fc6d2ab3885,Truth,"قطر توقع عقدا مع ""إيكسون"" للتنقيب بالأرجنتين"
242d992cebdbdcb682e6fc7eb6c46731,Lie,"يجب أن يعترف الجميع بخطأ اسناد البطولة المقبلة لقطر، ومن يتابع بطولة روسيا 2018 يدرك تماماً اننا مقبلون على بطولة سيطويها التاريخ في قطر 2022 ما لم يتدارك ""الفيفا"" هذا الخطأ ويجنب البطولة سيناريو فشل مؤكد بنسبة مائة بالمائة."
245edb6b972c327cfb2de2ae6a5839ca,Truth,تحقيق | العالم مُنبهر بسرعة تنفيذ قطر لمشاريع مونديال 2022
24bfbb23b9f6454ecc8c74c3d846250e,Lie,اقتصاد قطر على حافة الإفلاس
2688e189acb8fd4d756227519996a800,Lie,كعادته.. يكذب النظام القطرى ويتجمل، وفى محاولة منه لإحتواء الغضب الشعبى والإستياء المتصاعد بين القطريين الذين ضاقت بهم ممارسات النظام القمعية لهم ولقبائلهم فى الخارج على مدار العام الماضى خلال الأزمة العربية
26ee9ae13c3be90387d1cd3485b80de5,Truth,قطر: لن ندعم أي طرف في خراب اليمن
26ee9ae13c3be90387d1cd3485b80de5,Truth,قطر: لن ندعم أي طرف في خراب اليمن
26f626631606e8c23dd56e21c3924927,Lie,على قطر إدراك أن جميع الجولات والمحاولات الحكومة القطرية حول العالم من مشرقها لمغربها لن تفلح وأن الحل فى الرياض وفى الدول الأربع ولأن المقاطعة بسبب دعمها الرئيسى للإرهاب
271935de3c74b4522489d5428459b820,Lie,قطر والإرهاب عرض مستمر
278ed29d58a82ce7e910e4a05a53dee3,Truth,"أقدمت قنوات تُطلق على نفسها ""beoutQ"" الرياضية على بث مباريات تملكها حصرياً شبكة قنوات ""بي إن سبورت"" القطرية ذائعة الصيت."
279b3112aaf47f728943b2499e33fec8,Lie,مونديال قطر فى مهب الريح وأمريكا المرشح الأبرز
27c05c98fa1520457b41582b4ffdcd7d,Lie,"كما أبدى مسؤول في اتحاد القدم الإنجليزي في أكتوبر الماضي ثقته بأن بلاده ستحتضن مونديال كأس العالم 2022 الذي من المفترض أن يقام في قطر بعدما زادت الاتهامات تجاه الدوحة بأنها حصلت على الأصوات بطريقة مشبوهة، إضافة إلى الأزمة السياسية التي تعيشها حالياً.

"
29144a114da546efc94873cb66b5444d,Truth,"كشفت صحيفة لوموند الفرنسية أن السعودية هددت باستخدام القوة العسكرية ضد قطر إذا حصلت على منظومة ""أس 400"" الدفاعية الروسية."
2945f075f48429df548244dba8a805d9,Truth,وزير خارجية قطر: ندعو لدعم الأردن وقرار السلاح سيادي
2a021d64f62b2d238549bbc636910ca8,Truth,"كشف سعود القحطاني، المستشار بالديوان الملكي السعودي، حقيقة دعم المملكة لقناة ""Beoutq"" التي تقوم بقرصنة بث مجموعة قنوات بي إن سبورت القطرية"
2a49480d84af89e5e4a48b855c7e09f6,Truth,السعودية تلوح باستخدام القوة ضد قطر
2a93f9e5968d327432df9b0d558dee75,Lie,"وكشفت صحيفة التليجراف عن لقاء جمع بلاتينى مع بن همام، المسئول القطرى المتهم بتقديم رشاوى بملايين الإسترلينى لأعضاء اللجنة التنفيذية للاتحاد الدولى لكرة القدم ""فيفا""، وهو ما أسفر عن منح قطر حق استضافة بطولة 2022."
2af3efbfc0646f680b7fc08b8ee45532,Lie,رجح وزير الثقافة البريطاني السابق جون ويتينغدال إمكانية سحب تنظيم كأس العالم 2022 من قطر في حال ثبتت تهم الفساد الموجهة إليها.
2af3efbfc0646f680b7fc08b8ee45532,Lie,رجح وزير الثقافة البريطاني السابق جون ويتينغدال إمكانية سحب تنظيم كأس العالم 2022 من قطر في حال ثبتت تهم الفساد الموجهة إليها.
2c391352f2b242d5c8608f355a08da79,Lie,موقع كندي: تميم يسعى لمونديال 2022 بحثاً عن الذات
2cbbd089b01e5e97afa238b8e32ef2da,Truth,قال إنفانتينو، في تصريح صحفي على هامش الملتقى التنفيذي للفيفا الذي أقيم في سلطنة عمان، اليوم الأربعاء، إن بطولة كأس العالم لكرة القدم 2022 ستقام في دولة قطر بعد أربعة أعوام، ولا يوجد خلاف في هذا الأمر على الإطلاق، بحسب وكالة الأنباء القطرية.
